excel_row,no_sap,vendor,rank,classification,vocabulary_status,source,relation,circle_support,taxonomy_support,distinct_po_count,raw_po_item_count,column_u_item_count,raw_po_examples,column_u_examples,circle,taxonomy
1780,2020006570,PRIHATIN SANTOSO,10,LANDSCAPING,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Pek. Landscapping (Rumput & Pohon)_JK_LS,Pek. Landscapping (Rumput & Pohon)_JK_LS,,"Construction Services
Material Supply
Equipment & Plant
Engineering & Professional Services
Logistic and SC Services
Corporate Support Services | Site Preparation & Demolition
Earthworks & Ground Improvement
Foundation & Piling Works
Concrete & Structural Works
Road & Pavement Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Landscaping & External Works
Water, Drainage & Wastewater Works
Specialist Construction Works
Cement, Concrete & Grout Materials
Aggregates, Sand & Fill Materials
Reinforcement Steel
Masonry & Walling Materials
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Equipment Rental & Fleet Services
Health, Safety & Quality Consultancy
Land Transportation
Material Handling & Stevedoring
Cleaning, Pest Control & Hygiene Services | Pembersihan lahan
pembongkaran,
pekerjaan persiapan lokasi.
Galian, timbunan, pemadatan (pek. Tanah)
Bored pile,
pemancangan
Bekisting,
pembesian, pengecoran,
pekerjaan struktur beton.
Perkerasan rigid,
Pekerjaan arsitektural gedung (all),
pasangan dinding,
plafon dan partisi
lantai,
pintu-jendela,
penyelesaian arsitektural.
Mekanikal
Elektrikal,
Softscape,
pagar,
pekerjaan luar bangunan.
drainase,
grouting,
strengthening,
rehabilitation.
Semen,
sirtu,
tanah urug,
base course,
material timbunan.
coupler,
Bata,
cat,
coating,
Sewa alat dengan/tanpa operator,
HSE advisory, QMS, safety assessment, quality audit, dan specialist compliance.
distribusi darat.
Loading-unloading,
Cleaning,  sanitasi, washroom service, dan pengelolaan kebersihan."
1780,2020006570,PRIHATIN SANTOSO,11,WATERPROOFING,NEW,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,1,1,1,Waterproofing coating type brusbond flex,Waterproofing coating type brusbond flex,,"Construction Services
Material Supply
Equipment & Plant
Engineering & Professional Services
Logistic and SC Services
Corporate Support Services | Site Preparation & Demolition
Earthworks & Ground Improvement
Foundation & Piling Works
Concrete & Structural Works
Road & Pavement Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Landscaping & External Works
Water, Drainage & Wastewater Works
Specialist Construction Works
Cement, Concrete & Grout Materials
Aggregates, Sand & Fill Materials
Reinforcement Steel
Masonry & Walling Materials
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Equipment Rental & Fleet Services
Health, Safety & Quality Consultancy
Land Transportation
Material Handling & Stevedoring
Cleaning, Pest Control & Hygiene Services | Pembersihan lahan
pembongkaran,
pekerjaan persiapan lokasi.
Galian, timbunan, pemadatan (pek. Tanah)
Bored pile,
pemancangan
Bekisting,
pembesian, pengecoran,
pekerjaan struktur beton.
Perkerasan rigid,
Pekerjaan arsitektural gedung (all),
pasangan dinding,
plafon dan partisi
lantai,
pintu-jendela,
penyelesaian arsitektural.
Mekanikal
Elektrikal,
Softscape,
pagar,
pekerjaan luar bangunan.
drainase,
grouting,
strengthening,
rehabilitation.
Semen,
sirtu,
tanah urug,
base course,
material timbunan.
coupler,
Bata,
cat,
coating,
Sewa alat dengan/tanpa operator,
HSE advisory, QMS, safety assessment, quality audit, dan specialist compliance.
distribusi darat.
Loading-unloading,
Cleaning,  sanitasi, washroom service, dan pengelolaan kebersihan."
1780,2020006570,PRIHATIN SANTOSO,12,PLUMBING / PIPA,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,3,,Upah pas Wastafel +kran | Upah pas Kloset duduk | Upah pas Floor drain,,"Construction Services
Material Supply
Equipment & Plant
Engineering & Professional Services
Logistic and SC Services
Corporate Support Services | Site Preparation & Demolition
Earthworks & Ground Improvement
Foundation & Piling Works
Concrete & Structural Works
Road & Pavement Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Landscaping & External Works
Water, Drainage & Wastewater Works
Specialist Construction Works
Cement, Concrete & Grout Materials
Aggregates, Sand & Fill Materials
Reinforcement Steel
Masonry & Walling Materials
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Equipment Rental & Fleet Services
Health, Safety & Quality Consultancy
Land Transportation
Material Handling & Stevedoring
Cleaning, Pest Control & Hygiene Services | Pembersihan lahan
pembongkaran,
pekerjaan persiapan lokasi.
Galian, timbunan, pemadatan (pek. Tanah)
Bored pile,
pemancangan
Bekisting,
pembesian, pengecoran,
pekerjaan struktur beton.
Perkerasan rigid,
Pekerjaan arsitektural gedung (all),
pasangan dinding,
plafon dan partisi
lantai,
pintu-jendela,
penyelesaian arsitektural.
Mekanikal
Elektrikal,
Softscape,
pagar,
pekerjaan luar bangunan.
drainase,
grouting,
strengthening,
rehabilitation.
Semen,
sirtu,
tanah urug,
base course,
material timbunan.
coupler,
Bata,
cat,
coating,
Sewa alat dengan/tanpa operator,
HSE advisory, QMS, safety assessment, quality audit, dan specialist compliance.
distribusi darat.
Loading-unloading,
Cleaning,  sanitasi, washroom service, dan pengelolaan kebersihan."
1780,2020006570,PRIHATIN SANTOSO,13,AGREGAT / BAHAN URUG,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Timbunan dan Pemadatan Sirtu secara manu,,"Construction Services
Material Supply
Equipment & Plant
Engineering & Professional Services
Logistic and SC Services
Corporate Support Services | Site Preparation & Demolition
Earthworks & Ground Improvement
Foundation & Piling Works
Concrete & Structural Works
Road & Pavement Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Landscaping & External Works
Water, Drainage & Wastewater Works
Specialist Construction Works
Cement, Concrete & Grout Materials
Aggregates, Sand & Fill Materials
Reinforcement Steel
Masonry & Walling Materials
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Equipment Rental & Fleet Services
Health, Safety & Quality Consultancy
Land Transportation
Material Handling & Stevedoring
Cleaning, Pest Control & Hygiene Services | Pembersihan lahan
pembongkaran,
pekerjaan persiapan lokasi.
Galian, timbunan, pemadatan (pek. Tanah)
Bored pile,
pemancangan
Bekisting,
pembesian, pengecoran,
pekerjaan struktur beton.
Perkerasan rigid,
Pekerjaan arsitektural gedung (all),
pasangan dinding,
plafon dan partisi
lantai,
pintu-jendela,
penyelesaian arsitektural.
Mekanikal
Elektrikal,
Softscape,
pagar,
pekerjaan luar bangunan.
drainase,
grouting,
strengthening,
rehabilitation.
Semen,
sirtu,
tanah urug,
base course,
material timbunan.
coupler,
Bata,
cat,
coating,
Sewa alat dengan/tanpa operator,
HSE advisory, QMS, safety assessment, quality audit, dan specialist compliance.
distribusi darat.
Loading-unloading,
Cleaning,  sanitasi, washroom service, dan pengelolaan kebersihan."
1780,2020006570,PRIHATIN SANTOSO,14,JALAN / PERKERASAN,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Base Course A (LPA) t= 20cm,,"Construction Services
Material Supply
Equipment & Plant
Engineering & Professional Services
Logistic and SC Services
Corporate Support Services | Site Preparation & Demolition
Earthworks & Ground Improvement
Foundation & Piling Works
Concrete & Structural Works
Road & Pavement Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Landscaping & External Works
Water, Drainage & Wastewater Works
Specialist Construction Works
Cement, Concrete & Grout Materials
Aggregates, Sand & Fill Materials
Reinforcement Steel
Masonry & Walling Materials
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Equipment Rental & Fleet Services
Health, Safety & Quality Consultancy
Land Transportation
Material Handling & Stevedoring
Cleaning, Pest Control & Hygiene Services | Pembersihan lahan
pembongkaran,
pekerjaan persiapan lokasi.
Galian, timbunan, pemadatan (pek. Tanah)
Bored pile,
pemancangan
Bekisting,
pembesian, pengecoran,
pekerjaan struktur beton.
Perkerasan rigid,
Pekerjaan arsitektural gedung (all),
pasangan dinding,
plafon dan partisi
lantai,
pintu-jendela,
penyelesaian arsitektural.
Mekanikal
Elektrikal,
Softscape,
pagar,
pekerjaan luar bangunan.
drainase,
grouting,
strengthening,
rehabilitation.
Semen,
sirtu,
tanah urug,
base course,
material timbunan.
coupler,
Bata,
cat,
coating,
Sewa alat dengan/tanpa operator,
HSE advisory, QMS, safety assessment, quality audit, dan specialist compliance.
distribusi darat.
Loading-unloading,
Cleaning,  sanitasi, washroom service, dan pengelolaan kebersihan."
1780,2020006570,PRIHATIN SANTOSO,15,PEKERJAAN SIPIL STRUCTURE,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Pekerjaan Sipil Sewage Pit 8,,"Construction Services
Material Supply
Equipment & Plant
Engineering & Professional Services
Logistic and SC Services
Corporate Support Services | Site Preparation & Demolition
Earthworks & Ground Improvement
Foundation & Piling Works
Concrete & Structural Works
Road & Pavement Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Landscaping & External Works
Water, Drainage & Wastewater Works
Specialist Construction Works
Cement, Concrete & Grout Materials
Aggregates, Sand & Fill Materials
Reinforcement Steel
Masonry & Walling Materials
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Equipment Rental & Fleet Services
Health, Safety & Quality Consultancy
Land Transportation
Material Handling & Stevedoring
Cleaning, Pest Control & Hygiene Services | Pembersihan lahan
pembongkaran,
pekerjaan persiapan lokasi.
Galian, timbunan, pemadatan (pek. Tanah)
Bored pile,
pemancangan
Bekisting,
pembesian, pengecoran,
pekerjaan struktur beton.
Perkerasan rigid,
Pekerjaan arsitektural gedung (all),
pasangan dinding,
plafon dan partisi
lantai,
pintu-jendela,
penyelesaian arsitektural.
Mekanikal
Elektrikal,
Softscape,
pagar,
pekerjaan luar bangunan.
drainase,
grouting,
strengthening,
rehabilitation.
Semen,
sirtu,
tanah urug,
base course,
material timbunan.
coupler,
Bata,
cat,
coating,
Sewa alat dengan/tanpa operator,
HSE advisory, QMS, safety assessment, quality audit, dan specialist compliance.
distribusi darat.
Loading-unloading,
Cleaning,  sanitasi, washroom service, dan pengelolaan kebersihan."
1785,2020009077,PRIMA INTEGRASI SOLUSINDO,1,OFFICE SUPPLY / EQUIPMENT,NEW,TAXONOMY_FALLBACK,CONFIRMED_TAXONOMY,False,True,0,0,0,,,,"Corporate Support Services | Office Supplies, Furniture & Equipment | ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1786,2020012252,PRIMA KARYA PONDASI,1,PRECAST / BETON PRACETAK,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Subkon Pancang Spunpile dia.60 cm,,Construction Services | Foundation & Piling Works | pemancangan
1789,2020003454,PRIMA MANDIRI SUKSES,1,STRUKTUR BETON / CONCRETE,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,3,3,1,Sewa Concrete Mixer (Winget Molen) (JK),Sewa Concrete Mixer (Winget Molen) (JK),,"Equipment & Plant | Equipment Rental & Fleet Services | Sewa alat dengan/tanpa operator,"
1792,2020006584,PRIMA SEJATI MAKMUR,1,FAÇADE / ARSITEKTUR,EXISTING,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,1,1,1,Finishing Dinding Marmer,Finishing Dinding Marmer,,"Construction Services
Material Supply | Building & Architectural Works
Architectural & Finishing Materials | lantai,
penyelesaian arsitektural.
flooring,"
1797,2020001177,PRIYO,1,FAÇADE / ARSITEKTUR,EXISTING,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,6,6,1,Finishing Planter Box,Finishing Planter Box,,"Construction Services
Material Supply
Logistic and SC Services
Utilities and Energy
Corporate Support Services | Site Preparation & Demolition
Concrete & Structural Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Reinforcement Steel
Material Handling & Stevedoring
Electricity Supply & Distribution
Human Resources & Recruitment Services
Cleaning, Pest Control & Hygiene Services | pekerjaan persiapan lokasi.
Bekisting,
pembesian, pengecoran,
pasangan dinding,
lantai,
penyelesaian arsitektural.
Mekanikal
Elektronika
strengthening,
Besi beton polos/ulir,
Loading-unloading,
Pasokan listrik, sambungan, distribusi, metering, dan layanan kelistrikan utilitas.
manpower outsourcing,
pest control,"
1797,2020001177,PRIYO,2,STRUKTUR BETON / CONCRETE,EXISTING,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,4,16,6,upah pembesian | Upah cor readymix dg concrete pump | chemical rebar | Upah cor readymix tanpa concrete pump | Upah lantai kerja dg readymix tebal 50mm,upah pembesian | Upah cor readymix dg concrete pump | chemical rebar | Upah cor readymix tanpa concrete pump | Upah lantai kerja dg readymix tebal 50mm,,"Construction Services
Material Supply
Logistic and SC Services
Utilities and Energy
Corporate Support Services | Site Preparation & Demolition
Concrete & Structural Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Reinforcement Steel
Material Handling & Stevedoring
Electricity Supply & Distribution
Human Resources & Recruitment Services
Cleaning, Pest Control & Hygiene Services | pekerjaan persiapan lokasi.
Bekisting,
pembesian, pengecoran,
pasangan dinding,
lantai,
penyelesaian arsitektural.
Mekanikal
Elektronika
strengthening,
Besi beton polos/ulir,
Loading-unloading,
Pasokan listrik, sambungan, distribusi, metering, dan layanan kelistrikan utilitas.
manpower outsourcing,
pest control,"
1797,2020001177,PRIYO,3,BEKISTING / FORMWORK,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,4,4,2,Box MUT 2x2m (Beton+Besi+Bekisting+Water | Pek. Bekisting Lanjutan,Box MUT 2x2m (Beton+Besi+Bekisting+Water | Pek. Bekisting Lanjutan,,"Construction Services
Material Supply
Logistic and SC Services
Utilities and Energy
Corporate Support Services | Site Preparation & Demolition
Concrete & Structural Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Reinforcement Steel
Material Handling & Stevedoring
Electricity Supply & Distribution
Human Resources & Recruitment Services
Cleaning, Pest Control & Hygiene Services | pekerjaan persiapan lokasi.
Bekisting,
pembesian, pengecoran,
pasangan dinding,
lantai,
penyelesaian arsitektural.
Mekanikal
Elektronika
strengthening,
Besi beton polos/ulir,
Loading-unloading,
Pasokan listrik, sambungan, distribusi, metering, dan layanan kelistrikan utilitas.
manpower outsourcing,
pest control,"
1797,2020001177,PRIYO,4,BAHAN BANGUNAN,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,3,3,2,Upah pasang dinding luar bata ringan 1/2 | Jasa Langsir Bata (JK),Upah pasang dinding luar bata ringan 1/2 | Jasa Langsir Bata (JK),,"Construction Services
Material Supply
Logistic and SC Services
Utilities and Energy
Corporate Support Services | Site Preparation & Demolition
Concrete & Structural Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Reinforcement Steel
Material Handling & Stevedoring
Electricity Supply & Distribution
Human Resources & Recruitment Services
Cleaning, Pest Control & Hygiene Services | pekerjaan persiapan lokasi.
Bekisting,
pembesian, pengecoran,
pasangan dinding,
lantai,
penyelesaian arsitektural.
Mekanikal
Elektronika
strengthening,
Besi beton polos/ulir,
Loading-unloading,
Pasokan listrik, sambungan, distribusi, metering, dan layanan kelistrikan utilitas.
manpower outsourcing,
pest control,"
1797,2020001177,PRIYO,5,LOGISTICS / TRANSPORT,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,2,2,2,MOB DEMOB PEKERJA SWAKELOLA | Jasa Langsir Bata (JK),MOB DEMOB PEKERJA SWAKELOLA | Jasa Langsir Bata (JK),,"Construction Services
Material Supply
Logistic and SC Services
Utilities and Energy
Corporate Support Services | Site Preparation & Demolition
Concrete & Structural Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Reinforcement Steel
Material Handling & Stevedoring
Electricity Supply & Distribution
Human Resources & Recruitment Services
Cleaning, Pest Control & Hygiene Services | pekerjaan persiapan lokasi.
Bekisting,
pembesian, pengecoran,
pasangan dinding,
lantai,
penyelesaian arsitektural.
Mekanikal
Elektronika
strengthening,
Besi beton polos/ulir,
Loading-unloading,
Pasokan listrik, sambungan, distribusi, metering, dan layanan kelistrikan utilitas.
manpower outsourcing,
pest control,"
1797,2020001177,PRIYO,6,CLEANING / HYGIENE,NEW,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,1,1,1,Anti Rayap Tie Beam,Anti Rayap Tie Beam,,"Construction Services
Material Supply
Logistic and SC Services
Utilities and Energy
Corporate Support Services | Site Preparation & Demolition
Concrete & Structural Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Reinforcement Steel
Material Handling & Stevedoring
Electricity Supply & Distribution
Human Resources & Recruitment Services
Cleaning, Pest Control & Hygiene Services | pekerjaan persiapan lokasi.
Bekisting,
pembesian, pengecoran,
pasangan dinding,
lantai,
penyelesaian arsitektural.
Mekanikal
Elektronika
strengthening,
Besi beton polos/ulir,
Loading-unloading,
Pasokan listrik, sambungan, distribusi, metering, dan layanan kelistrikan utilitas.
manpower outsourcing,
pest control,"
1799,2020004084,PT ADIWARNA ANUGERAH ABADI,1,FIRE PROTECTION / FIRE ALARM,NEW,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Fire Extinguisher,,"Construction Services
Material Supply | Mechanical, Electrical & Plumbing Works
Mechanical Materials & Components | Mekanikal
fire-fighting component,"
1799,2020004084,PT ADIWARNA ANUGERAH ABADI,2,OFFICE SUPPLY / EQUIPMENT,NEW,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Fire Monitor,,"Construction Services
Material Supply | Mechanical, Electrical & Plumbing Works
Mechanical Materials & Components | Mekanikal
fire-fighting component,"
1801,2020012238,PT AKSARA JUARA NUSANTARA,1,TRAINING / PROFESSIONAL DEVELOPMENT,NEW,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Pelatihan KPI Masterclass,,"Corporate Support Services | Training & Professional Development | Pelatihan teknis/nonteknis, sertifikasi, leadership, e-learning, dan fasilitasi."
1804,2020011730,PT ANUGRAH NUSA ABADI,1,EQUIPMENT / RENTAL,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,3,,Sewa Excavator | Sewa Crane 50 Ton | Mobilisasi Alat Berat,,"Equipment & Plant
Logistic and SC Services | Lifting & Material Handling Equipment
Equipment Rental & Fleet Services
Land Transportation | Mobile crane,
Sewa alat dengan/tanpa operator,
fleet management,
Angkutan truk reguler,"
1804,2020011730,PT ANUGRAH NUSA ABADI,2,LOGISTICS / TRANSPORT,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Mobilisasi Alat Berat,,"Equipment & Plant
Logistic and SC Services | Lifting & Material Handling Equipment
Equipment Rental & Fleet Services
Land Transportation | Mobile crane,
Sewa alat dengan/tanpa operator,
fleet management,
Angkutan truk reguler,"
1805,2020011328,PT ARGHANIAGA PANCATUNGGAL,1,FUEL / LUBRICANT,NEW,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,6,6,1,Solar industri,Solar industri,,"Utilities and Energy | Fuel Supply | Solar Industri,"
1808,2020004403,PT AXIA TEKINDO SEMESTA,1,PLUMBING / PIPA,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Waterstop PVC L=200 mm,,"Material Supply | Waterproofing, Sealant & Construction Chemicals | Membrane,"
1808,2020004403,PT AXIA TEKINDO SEMESTA,2,WATERPROOFING,NEW,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Waterstop PVC L=200 mm,,"Material Supply | Waterproofing, Sealant & Construction Chemicals | Membrane,"
1809,2020011512,PT BASUKI RAHMANTA PUTRA,1,PEKERJAAN TANAH / EARTHWORKS,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,3,,"Timbunan Riprap / Zona 4 B | Timbunan Zone 3B, Rockfill (transisi) | Pek. Galian Pasir lepas diangkut ke disp",,"Construction Services | Earthworks & Ground Improvement | Galian, timbunan, pemadatan (pek. Tanah)"
1810,2020011330,PT BERKAT JAYA KONSTRUKSI,1,AGREGAT / BAHAN URUG,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,4,,Batu Pecah / Split 3/4 | Batu Pecah / Split 1/2 (M3) | Batu Pecah / Split 2/3 (M3) | Batu Pecah / Split 1/2 (KG),,"Material Supply | Aggregates, Sand & Fill Materials | Batu pecah,"
1811,2020010502,PT BHASKORO SUKSES TRANSPORTIR,1,LOGISTICS / TRANSPORT,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,2,2,1,Angkutan Besi Beton,Angkutan Besi Beton,,"Material Supply
Equipment & Plant
Logistic and SC Services | Reinforcement Steel
Precast & Prestressed Concrete Products
Earthmoving Equipment
Equipment Rental & Fleet Services
Land Transportation
Material Handling & Stevedoring | Besi beton polos/ulir,
Girder,
Excavator,
Sewa alat dengan/tanpa operator,
Angkutan truk reguler,
distribusi darat.
Loading-unloading,"
1811,2020010502,PT BHASKORO SUKSES TRANSPORTIR,2,STRUKTUR BETON / CONCRETE,EXISTING,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,2,2,1,Angkutan Besi Beton,Angkutan Besi Beton,,"Material Supply
Equipment & Plant
Logistic and SC Services | Reinforcement Steel
Precast & Prestressed Concrete Products
Earthmoving Equipment
Equipment Rental & Fleet Services
Land Transportation
Material Handling & Stevedoring | Besi beton polos/ulir,
Girder,
Excavator,
Sewa alat dengan/tanpa operator,
Angkutan truk reguler,
distribusi darat.
Loading-unloading,"
1811,2020010502,PT BHASKORO SUKSES TRANSPORTIR,3,ELEKTRIKAL,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Jasa Sewa Genset (JK),,"Material Supply
Equipment & Plant
Logistic and SC Services | Reinforcement Steel
Precast & Prestressed Concrete Products
Earthmoving Equipment
Equipment Rental & Fleet Services
Land Transportation
Material Handling & Stevedoring | Besi beton polos/ulir,
Girder,
Excavator,
Sewa alat dengan/tanpa operator,
Angkutan truk reguler,
distribusi darat.
Loading-unloading,"
1811,2020010502,PT BHASKORO SUKSES TRANSPORTIR,4,PRECAST / BETON PRACETAK,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Dobel Handling Material Beton Precast,,"Material Supply
Equipment & Plant
Logistic and SC Services | Reinforcement Steel
Precast & Prestressed Concrete Products
Earthmoving Equipment
Equipment Rental & Fleet Services
Land Transportation
Material Handling & Stevedoring | Besi beton polos/ulir,
Girder,
Excavator,
Sewa alat dengan/tanpa operator,
Angkutan truk reguler,
distribusi darat.
Loading-unloading,"
1813,2020011786,"PT BINA MITRA INDOSEJAHTERA, R",1,AGREGAT / BAHAN URUG,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,12,12,4,Aggregate Base Course (2 layer) | Batu Pecah / Split 2/3 (M3) | Batu Pecah / Split 1/2 (M3) | Pasir Urug,Aggregate Base Course (2 layer) | Batu Pecah / Split 2/3 (M3) | Batu Pecah / Split 1/2 (M3) | Pasir Urug,,"Material Supply
Corporate Support Services | Aggregates, Sand & Fill Materials
Mechanical Materials & Components
Human Resources & Recruitment Services | Batu pecah,
pasir,
base course,
HVAC component,
manpower outsourcing,"
1813,2020011786,"PT BINA MITRA INDOSEJAHTERA, R",2,PEKERJAAN TANAH / EARTHWORKS,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,3,3,2,Structure Excavation 0 - 2 m depth | Unsuitable excavation,Structure Excavation 0 - 2 m depth | Unsuitable excavation,,"Material Supply
Corporate Support Services | Aggregates, Sand & Fill Materials
Mechanical Materials & Components
Human Resources & Recruitment Services | Batu pecah,
pasir,
base course,
HVAC component,
manpower outsourcing,"
1813,2020011786,"PT BINA MITRA INDOSEJAHTERA, R",3,JALAN / PERKERASAN,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,3,3,1,Aggregate Base Course (2 layer),Aggregate Base Course (2 layer),,"Material Supply
Corporate Support Services | Aggregates, Sand & Fill Materials
Mechanical Materials & Components
Human Resources & Recruitment Services | Batu pecah,
pasir,
base course,
HVAC component,
manpower outsourcing,"
1813,2020011786,"PT BINA MITRA INDOSEJAHTERA, R",4,ELEKTRIKAL,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Electrical & Water for Worker,Electrical & Water for Worker,,"Material Supply
Corporate Support Services | Aggregates, Sand & Fill Materials
Mechanical Materials & Components
Human Resources & Recruitment Services | Batu pecah,
pasir,
base course,
HVAC component,
manpower outsourcing,"
1813,2020011786,"PT BINA MITRA INDOSEJAHTERA, R",5,SAFETY / K3,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Traffic management and Safety,Traffic management and Safety,,"Material Supply
Corporate Support Services | Aggregates, Sand & Fill Materials
Mechanical Materials & Components
Human Resources & Recruitment Services | Batu pecah,
pasir,
base course,
HVAC component,
manpower outsourcing,"
1813,2020011786,"PT BINA MITRA INDOSEJAHTERA, R",6,TESTING / LABORATORY,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Laboratory testing services,Laboratory testing services,,"Material Supply
Corporate Support Services | Aggregates, Sand & Fill Materials
Mechanical Materials & Components
Human Resources & Recruitment Services | Batu pecah,
pasir,
base course,
HVAC component,
manpower outsourcing,"
1813,2020011786,"PT BINA MITRA INDOSEJAHTERA, R",7,STRUKTUR BETON / CONCRETE,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,2,,"Bituminous concrete surface course, AC B | Bituminous concrete surface course, AC W",,"Material Supply
Corporate Support Services | Aggregates, Sand & Fill Materials
Mechanical Materials & Components
Human Resources & Recruitment Services | Batu pecah,
pasir,
base course,
HVAC component,
manpower outsourcing,"
1814,2020004545,PT BINAMAN UTAMA,1,HR / RECRUITMENT,NEW,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Asesmen SKD BUMN,,"Corporate Support Services | Human Resources & Recruitment Services | assessment,"
1816,2020015289,PT BRINGIN SEJAHTERA MAKMUR PI,1,INSURANCE / RISK,NEW,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,2,,Asuransi All Risk 11150111250000000551 | Asuransi All Risk 11150103250000000725,,"Corporate Support Services | Banking, Insurance & Risk Services | Perbankan, surety, asuransi, broker, risk survey, dan loss adjusting."
1818,2020009764,PT BUANA MULTINDO PRATAMA,1,PEKERJAAN TANAH / EARTHWORKS,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Pembuatan Platform Timbunan CDM,,"Construction Services | Earthworks & Ground Improvement
Road & Pavement Works
Landscaping & External Works | perbaikan tanah.
Perkerasan rigid,
pekerjaan luar bangunan."
1822,2020004747,PT CISANGKAN,1,BAHAN BANGUNAN,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,6,1,Batako,Batako,,"Material Supply | Masonry & Walling Materials | block,"
1823,2020004767,PT CITRA PERSADA MAS,1,PRECAST / BETON PRACETAK,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Pekerjaan Workshop Pabrikasi Precast,,"Corporate Support Services | Training & Professional Development | Pelatihan teknis/nonteknis, sertifikasi, leadership, e-learning, dan fasilitasi."
